psraid,sample,lang,state,fips,cregion,usr,llitext,form,sex,q1,intuse,emlocc,eminuse,intmob,home3nw,q2,modem4b,q3,q4,q5,q6,q7,q9,act21,act87,act93,act112,act130,look1,look2,loc1a,loc1b,q10a,q10b,cellphn,smart1,smart2,q11a,q11b,q11c,q11d,q11e,q11f,q12,loc2a,loc2b,loc3m1,loc3m2,loc3m3,loc3m4,loc3m5,loc3m6,loc3m7,loc3m8,loc3m9,loc3m10,loc3m11,loc3m12,loc3m13,mar,2-Mar,3-Mar,4-Mar,meet,rel1,rel2,rel3,intdatea,intdateb,intdatec,intdated,intdatee,snsdate1a,snsdate1b,snsdate1c,snsdate1d,snsdate1e,snsdate2a,snsdate2b,snsdate2c,celldatea,celldateb,breaka,breakb,date1a,date1bm1,date1bm2,date1bm3,date1bm4,date1bm5,date1bm6,date1bm7,date1bm8,date1bm9,date1bm10,date1bm11,date1bm12,date1bm13,date1bm14,date1bm15,date1bm16,date1bm17,date2a,date2bm1,date2bm2,date2bm3,date2bm4,date2bm5,date2bm6,date2bm7,date2bm8,date2bm9,date2bm10,date2bm11,date2bm12,date2bm13,date2bm14,date2bm15,date2bm16,date3a,date3b,date4a,date4b,date4c,date5a,date5b,date5c,date5d,date5e,date5f,date6,date7,date8a,date8b,date8c,date8d,date8e,date9a,date9b,date9c,date9d,rel4a,rel4b,rel4c,rel5,rel6,rel7,rel8a,rel8b,rel8c,rel8d,rel8e,rel8f,q13a,q13b,q13c,age,par,qd2b1,qd2b2,qd2c,hh1,educ2,emplnw,hisp,birth_hisp,race,inc,lgbt,ql1a,ql2hh,qc1,qc2hh,q2os,modem4bos,q6os,smart2os,loc3os,rel3vb,date1bos,date2bos,raceos,weight,standwt
100076,1,1,47,47157,3,S,2,1,2,4,2,2, ,1,2,97, , , , , , , ,1,1,2,2,2,1,2,2, ,1,2,1,1,3,1,1,1,1,2,1,1,2,2, , , , , , , , , , , , , ,6,2, ,1,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1, , , , , , , , , , , , ,2,2,2,28,2, , , ,2,3,4,2, ,3,99,1, ,2, , ,BECAUSE I'M TIRED, , , , , , , , ,4.741935484,1.497395218
100081,1,1,51,51153,3,S,1,1,2,3,1,1, ,1,1, ,4, , , , , , ,1,1,2,1,2,2,1,2, ,1,1,1,1,1,1,1,1,1,2,1,1,2,1, , , , , , , , , , , , , ,1, ,24, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,1,2,8,2,2,2,1,3, ,2,2,2,2,2,2,2,2,2,56,2, , , ,2,4,1,2, ,2,8,1, ,3, , , , , , , , , , , ,2,0.631554446
100088,1,1,12,12053,3,S,2,1,2,3,2,2, ,1,2,98, , , , , , , ,2,2,2,2,9,2,2, , ,1,2,1,8,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,1,2, , , , , , , , , , , , ,2,2,2,83,2, , , ,2,4,3,2, ,1,2,8, ,2, , , , , , , , , , , ,1.580645161,0.499131739
100096,1,1,55,55087,2,U,2,2,2,2, , ,1,1,1, ,4, , , , , , ,1,2,2,2,2,1,2, , ,1,1,1,2,8,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,26, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,1, ,2,1,3, ,2,1,2, ,2,2,2,2,2,50,2, , , ,2,3,1,2, ,1,7,1, ,2, , , , , , , , , , , ,3.967741935,1.252922529
100100,1,1,36,36119,1,S,2,1,1,2,2,2, ,2, , , ,2,2,1,10,2,2, , , , , , , , , ,1,2,1,2,3,2,2,2,2,2,9, ,2,2, , , , , , , , , , , , , ,1, ,63, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,1, , , , ,3, , ,2, , ,2,2,2,2,2,90,2, , , ,2,6,3,2, ,1,2,1, ,2, , , , , , , , , , , ,1.870967742,0.590808998
100104,1,1,49,49041,4,R,2,2,2,2, , ,1,1,1, ,4, , , , , , ,1,1,2,2,2,1,2, ,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1, , , , , , , , , , , , , ,3,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , ,2,2,8,8, , , , , , , , , , , , ,2,2,2,50,2, , , ,2,5,1,2, ,1,99,1, ,1, , , , , , , , , , , ,3.129032258,0.988077117
100106,1,1,30,30099,4,R,2,2,1,3, , ,2,2, , , ,2,1,2,7,2,1, , , , , , , , , ,1,2,1,2,98,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,33, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,8,2,1, , , , ,3, , ,2, ,2,2,2,2,2,2,56,2, , , ,2,3,5,2, ,1,5,1, ,2, , , , , , , , , , , ,2.161290323,0.682486256
100107,1,1,12,12015,3,S,1,2,2,2, , ,1,1,1, ,3, , , , , , ,1,1,1,1,2,2,2, ,2,1,1,1,1,3,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,2,2,2,2, , , , , , , , , , , , ,2,2,2,64,2, , , ,2,3,3,2, ,1,3,1, ,3, , , , , , , , , , , ,2.774193548,0.876027134
100109,1,1,17,17031,2,U,1,1,2,2,1,1, ,1,1, ,4, , , , , , ,1,1,2,1,2,1,2,2, ,1,2,1,8,2,1,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,6,2, ,2, , , , ,1,2, , , ,1,2, , , ,1,2,1, , , , ,1,4, , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,1,1,1,1,2, , , , , , ,2,2,2,1, , , , , , , , , , , , ,2,2,2,18,2, , , ,3,3,2,2, ,1,4,1, ,1, , , , , , , , , , , ,5.548387097,1.752054269
100110,1,1,26,26099,2,S,2,2,2,2, , ,2,2, , , ,1,2,2,3,2,1, , , , , , , , , ,1,2,1,2,8,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,43, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2, , , , ,3, , ,2, ,2,2,2,2,2,2,67,2, , , ,2,3,3,2, ,1,6,1, ,2, , , , , , , , , , , ,2.516129032,0.794536238
100115,1,1,8,8069,4,U,2,2,2,2, , ,2,2, , , ,2,1,2,2,2,2, , , , , , , , , ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , ,9,9,8,9, , , , , , , , , , , , , , , ,71,2, , , ,1,3,3,2, ,1,7,4,2, , , , , , , , , , , , ,2.548387097,0.8047226
100131,1,2,4,4013,4,U,2,1,1,1,2,2, ,2, , , ,2,2,2,11,2,2, , , , , , , , , ,1,2,1,2,1,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,2, , ,2, , , , , , , , , , , , , , , ,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,1,1, , , , ,3, , ,2, ,2,1,2,2,2,2,30,2, , , ,1,99,1,1,3,1,1,1, ,3, , , , , , , , , , , ,1,0.315777223
100133,1,1,26,26139,2,S,2,2,2,1, , ,1,1,1, ,3, , , , , , ,1,1,2,2,2,2,2, ,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1, , , , , , , , , , , , , ,1, ,43, , ,2, , ,2,1, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,1,1,2,1,3, ,2,2,2,2,2,1,2,2,2,99,2, , , ,2,8,3,2, ,1,8,1, ,3, , , , , , , , , , , ,1.193548387,0.376895395
100139,1,1,12,12111,3,U,1,1,2,3,1,1, ,1,1, ,98, , , , , , ,2,2,2,2,2,2,2, , ,1,1,1,2,98,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,30, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1,1, ,1,2,3, ,2,2,2, ,2,2,2,2,2,66,2, , , ,2,4,3,2, ,1,6,1, ,1, , , , , , , , , , , ,1.870967742,0.590808998
100142,1,1,30,30049,4,R,1,1,2,3,1,2, ,2,2,1, , , , , , , ,1,2,2,2,2,1,2, , ,1,2,1,8,8,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,48, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , ,1,1,2,2,2, ,2,1,3, ,2,2,2,2,2,2,2,2,2,67,2, , , ,2,3,3,2, ,1,2,1, ,3, , , , , , , , , , , ,2.322580645,0.733418066
100144,1,1,4,4015,4,U,2,1,2,3,1,1, ,2,1, ,5, , , , , , ,1,2,2,2,2,2,2, , ,1,2,1,2,98,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,38, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,2,2, ,2,1,3, ,2,1,2,2,2,2,2,2,2,58,2, , , ,2,5,1,2, ,1,7,1, ,2, , , , , , , , , , , ,1.838709677,0.580622635
100145,1,1,24,24017,3,S,2,2,1,5, , ,1,2,1, ,3, , , , , , ,1,2,2,2,2,1,2, , ,1,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,57, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,1,2,1,1, ,2,2,3, ,2,2,3, ,2,2,2,2,2,75,2, , , ,2,4,3,2, ,1,5,1, ,3, , , , , , , , , , , ,2.161290323,0.682486256
100158,1,1,53,53067,4,S,1,2,2,2, , ,2,2, , , ,2,1,2,4,2,2, , , , , , , , , ,1,2,1,2,10,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,50, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,2,2,2, , , , ,3, , ,2, , ,2,2,2,2,2,80,2, , , ,2,6,3,2, ,1,5,1, ,3, , , , , , , , , , , ,1.032258065,0.325963585
100161,1,1,4,4013,4,U,2,2,1,1, , ,1,2,1, ,3, , , , , , ,1,2,2,2,2,2,2, , ,1,2,1,2,12,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,1,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,8,1,2,2, , , , , , , , , , , , ,2,2,2,84,2, , , ,1,6,3,2, ,1,4,1, ,3, , , , , , , , , , , ,1,0.315777223
100162,1,1,47,47061,3,R,1,1,1,5,1,2, ,1,1, ,11, , , , , , ,2,1,2,2,2,2,2,2, ,1,2,1,1,3,1,1,1,2,2,1,3,2,1, , , , , , , , , , , , , ,3,1,24, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,1,2,2,2,2,3, ,2,2,2,2,2,2,2,1,2,73,2, , , ,1,4,3,2, ,1,3,1, ,2, , , ,MOBILE CONNECTION, , , , , , , ,1.258064516,0.397268119
100165,1,1,6,6007,4,U,2,1,1,2,1,1, ,2,1, ,3, , , , , , ,1,2,2,2,2,1,1, , ,1,1,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,40, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,2,2,8,2, ,2,1,3, ,2,2,2,2,2,2,2,2,2,67,2, , , ,2,8,3,2, ,1,99,1, ,2, , , , , , , , , , , ,1.258064516,0.397268119
100173,1,1,6,6037,4,U,2,2,2,2, , ,1,1,1, ,4, , , , , , ,1,1,1,1,1,1,1, ,2,1,1,1,1,1,1,1,1,2,2,1,3,1,1,6, , , , , , , , , , , , ,6,1,1, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,3, ,2,2,2,2,2,1,2,2,2,50,2, , , ,2,3,1,2, ,2,4,1, ,2, , , , , , , , , , , ,4.096774194,1.293667977
100182,1,1,55,55025,2,S,2,1,1,1,1,1, ,1,1, ,3, , , , , , ,1,1,2,1,2,1,2,2, ,1,1,1,1,2,1,2,1,2,2,1,2,2,2, , , , , , , , , , , , , ,1, ,25, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,9,9,2,9,2,2,2,1,3, ,2,2,2,2,1,2,2,2,2,54,1,0,0,1,2,6,1,2, ,1,9,1, ,2, , , , , , , , , , , ,1.935483871,0.611181722
100184,1,1,41,41015,4,R,1,2,1,5, , ,2,2, , , ,2,2,2,9,2,2, , , , , , , , , ,1,2,1,8,14,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,8,1, , , , , , , , , , , , ,2,2,2,84,2, , , ,1,3,3,2, ,4,2,1, ,3, , , , , , , , , , , ,2.258064516,0.713045342
100189,1,1,47,47157,3,U,2,1,1,4,1,1, ,1,2,5, , , , , , , ,2,1,1,2,2,2,2,2, ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,4,1,2, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,1,2,2,2,2,3, ,2, ,2, ,2,2, , , ,47,2, , , ,2,3,6,2, ,2,4,1,2, , , , , , , , , , , , ,6.870967742,2.169695112
100190,1,1,55,55019,2,R,2,2,2,2, , ,1,1,2,2, , , , , , , ,1,1,2,2,2,2,2, ,1,1,2,1,1,3,1,1,1,2,1,1,1,2,2, , , , , , , , , , , , , ,1, ,7, , ,2, , ,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,1,1,1,2,2,1,3, ,2,2,2,2,2,2,2,2,2,29,1,2,0,2,2,3,4,2, ,1,4,1, ,2, , , , , , , , , , , ,2.451612903,0.774163514
100193,1,1,41,41005,4,S,2,2,2,1, , ,1,1,1, ,4, , , , , , ,1,1,1,2,2,1,2, ,1,1,1,1,1,3,1,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,21, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,51,1,0,0,1,3,7,2,2, ,1,7,1, ,1, , , , , , , , , , , ,3.548387097,1.120499823
100200,1,1,6,6007,4,U,2,1,2,1,1,1, ,1,1, ,2, , , , , , ,1,1,2,2,8,2,2,8, ,1,1,1,1,3,1,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,2, ,17, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,2,1,1,3, ,2,1,2,2,2,2,2,2,2,72,2, , , ,2,6,3,2, ,1,8,2, ,2, , , , , , , , , , , ,1.290322581,0.407454481
100201,1,1,6,6083,4,S,2,1,2,3,2,2, ,2, , , ,2,1,2,3,2,2, , , , , , , , , ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,8,2,8, , , , , , , , , , , , , , , ,87,2, , , ,1,3,3,2, ,1,99,1,2, , , , , , , , , , , , ,2.903225806,0.916772582
100202,1,1,41,41005,4,S,2,1,2,2,2,2, ,2, , , ,2,1,2,3,2,1, , , , , , , , , ,1,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,1, , , , , , , , , , , , ,2,2,2,77,2, , , ,1,4,4,2, ,1,2,1, ,2, , , , , , , , , , , ,1,0.315777223
100203,1,1,6,6007,4,S,2,2,2,2, , ,1,2,1, ,3, , , , , , ,2,2,2,2,2,1,2, , ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,55, , ,2, , ,1,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,2,1,2,2,1, ,2,1,3, ,2, ,2, ,2,2, , , ,76,2, , , ,2,8,3,2, ,4,5,1,2, , , , , , , , , , , , ,5.516129032,1.741867906
100207,1,1,41,41067,4,S,1,1,2,2,1,1, ,1,1, ,5, , , , , , ,1,2,1,2,2,1,2, , ,1,1,1,1,1,1,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,1, ,18, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,8,1,2,2,2, ,1,1,2,1,2,2,2,2,2,1,2,2,2,45,1,0,1,1,2,8,1,1,3,1,8,1, ,2, , , , , , , , , , , ,2.161290323,0.682486256
100208,1,1,6,6033,4,R,2,2,2,1, , ,1,1,1, ,3, , , , , , ,1,1,1,2,8,1,2, ,2,1,1,1,2,14,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,30, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,1,1,1,1,3, ,2,2,2,2,2,2,2,2,2,60,2, , , ,2,8,1,2, ,1,8,1, ,2, , , , , , , , , , , ,1,0.315777223
100209,1,1,6,6029,4,S,2,1,2,1,2,2, ,2, , , ,1,2,2,4,2,1, , , , , , , , , ,1,2,1,2,98,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,58, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1, , , , ,3, , ,2, , ,2,2,2,2,2,92,2, , , ,2,3,3,2, ,1,99,1, ,3, , , , , , , , , , , ,2.322580645,0.733418066
100213,1,1,6,6001,4,U,1,1,2,5,1,2, ,1,2,8, , , , , , , ,2,2,2,2,2,2,2, , ,1,1,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,1,1, , , , , , , , , , , , ,2,2,2,67,2, , , ,3,3,3,2, ,2,4,3, ,2, , , , , , , , , , , ,4.064516129,1.283481615
100214,1,1,41,41009,4,S,1,1,1,1,1,1, ,2,1, ,4, , , , , , ,1,1,2,2,1,1,2,2, ,1,2,1,2,98,2,2,1,2,2,1,2,2,2, , , , , , , , , , , , , ,1, ,53, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,8,8,8,8,1,2,2,1,3, ,2,2,2,2,2,2,2,2,2,74,2, , , ,2,8,3,2, ,1,8,1, ,2, , , , , , , , , , , ,1.258064516,0.397268119
100215,1,1,32,32003,4,S,1,2,1,3, , ,1,1,1, ,5, , , , , , ,1,1,2,2,2,1,2, ,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1, , , , , , , , , , , , , ,1, ,6, , ,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2, ,2,2,1,2,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,2,2,1,1,2,2,2,2,2, , , , , , ,1,1,2,2,2,2,2,2,2,1,2,2,2, ,1,2,2,2,2,74,2, , , ,2,3,3,2, ,1,6,1, ,2, , , , , , , ,AMERICANSINGLES,AMERICAN SINGLES, , ,2.483870968,0.784349876
100216,1,1,6,6071,4,S,1,2,1,3, , ,1,2,1, ,2, , , , , , ,2,2,2,2,2,2,2, , ,1,2,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,37, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2,2, ,2,2,3, ,2,2,2,2,2,2,2,2,2,62,2, , , ,2,5,1,2, ,1,6,1, ,3, , , , , , , , , , , ,1.709677419,0.539877187
100221,1,1,6,6097,4,U,1,2,1,1, , ,1,1,1, ,2, , , , , , ,1,2,2,2,2,1,2, , ,1,1,1,1,3,1,2,1,2,2,2,2,2,2, , , , , , , , , , , , , ,1, ,3, , ,2, , ,2,2,1,1,2, , , , , , , , ,2, ,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1,2,2,2,2,1,2, , , , , , ,1,1,2,1,2, ,1,1,2,1,2,2,2, ,2,2,2,2,2,70,2, , , ,2,8,3,2, ,1,6,1, ,2, , , , , , , , , , , ,1.161290323,0.366709033
100223,1,1,6,6083,4,U,1,1,1,2,1,1, ,2,2,1, , , , , , , ,2,1,2,2,2,1,2,2, ,1,2,1,2,11,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,3,1,5, , ,2, , ,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,1,2,2,1,2,2,2,3, ,2,2,2,2,2,2,2,2,2,52,2, , , ,1,8,1,2, ,1,8,1, ,3, , , , , , , , , , , ,1.258064516,0.397268119
100228,1,1,23,23005,1,U,2,2,1,2, , ,1,1,1, ,3, , , , , , ,1,1,1,1,1,1,2, ,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,1, ,30, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,59,2, , , ,3,8,1,2, ,1,8,1, ,1, , , , , , , , , , , ,2.806451613,0.886213496
100229,1,1,42,42061,1,R,1,1,2,3,1,1, ,2,1, ,2, , , , , , ,2,2,2,2,2,1,2, , ,1,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,30, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,8,8,2,2,1, ,2,1,3, ,2,2,2, ,2,2,2,2,2,60,2, , , ,3,3,3,2, ,1,99,1, ,3, , , , , , , , , , , ,4.032258065,1.273295253
100237,1,1,24,24037,3,R,1,2,1,3, , ,2,2, , , ,2,2,2,97,2,1, , , , , , , , , ,1,2,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,68,2, , , ,3,6,3,2, ,1,6,2, ,1, , , , ,IT IS A GENERATION AHEAD OF MINE., , , , , , ,2.032258065,0.641740808
100239,1,1,42,42095,1,U,1,2,1,3, , ,1,1,1, ,2, , , , , , ,1,1,1,2,2,1,2, ,2,1,2,1,2,10,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,40, , ,2, , ,2,2, , , ,2,2, , , ,2,1,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1,1,1,2,1,3, ,2,1,2,2,1,2,2,2,2,70,2, , , ,2,3,3,2, ,1,6,1, ,2, , , , , , , , , , , ,3.032258065,0.95751803
100240,1,1,42,42127,1,R,2,1,1,5,1,1, ,2,1, ,1, , , , , , ,2,1,2,2,2,2,2,2, ,1,2,1,1,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,1, , , , , , , , , , , , ,2,2,2,62,2, , , ,1,4,3,2, ,1,99,1, ,3, , , , , , , , , , , ,1.741935484,0.550063549
100241,1,1,21,21015,3,S,2,1,2,2,1,1, ,2,1, ,4, , , , , , ,1,1,2,2,2,1,2,2, ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,25, , ,2, , ,1,2, , , ,1,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,1,2,1,3, ,1, ,2, ,2,2, , , ,53,2, , , ,2,5,3,2, ,1,9,1,1,2, , , , , , , , , , , ,4.483870968,1.415904322
